"status","id","nome","categoria","subcategoria","subcategoria2","peso","altura","largura","comprimento","preco","destaque","descricao","imagens","nome_variacao_1","variacoes_1","nome_variacao_2","variacoes_2","nome_variacao_3","variacoes_3","caminho_origem","pasta_produto"
"ativo","1-7-2-025","Suporte Controle Xbox Cobra e Caveira","casa-organizacao","Jogos & Hobby","Suportes para Controle","243.57","13.85","15.78","17.7","39.9","","Tamanho aproximado: 17,7 cm x 15,8 cm x 13,9 cm","produtos/imagens/casa-organizacao/jogos-hobby/suportes-para-controle/1-7-2-025-suporte-controle-xbox-cobra-e-caveira/1.png|produtos/imagens/casa-organizacao/jogos-hobby/suportes-para-controle/1-7-2-025-suporte-controle-xbox-cobra-e-caveira/2.png|produtos/imagens/casa-organizacao/jogos-hobby/suportes-para-controle/1-7-2-025-suporte-controle-xbox-cobra-e-caveira/3.png","","","","","","","1 CASA & ORGANIZAÇÃO\7 JOGOS & HOBBY\2 SUPORTES PARA CONTROLE\025 SUPORTE CONTROLE XBOX COBRA E CAVEIRA","1-7-2-025-suporte-controle-xbox-cobra-e-caveira"
"ativo","1-7-2-026","Suporte Controle Xbox Polvo","casa-organizacao","Jogos & Hobby","Suportes para Controle","69.69","5.23","15.4","14.54","21.9","","Tamanho aproximado: 14,6 cm x 15,4 cm x 5,3 cm","produtos/imagens/casa-organizacao/jogos-hobby/suportes-para-controle/1-7-2-026-suporte-controle-xbox-polvo/1.png|produtos/imagens/casa-organizacao/jogos-hobby/suportes-para-controle/1-7-2-026-suporte-controle-xbox-polvo/2.png|produtos/imagens/casa-organizacao/jogos-hobby/suportes-para-controle/1-7-2-026-suporte-controle-xbox-polvo/3.png","Cor","Branco|Preto|Cinza|Amarelo|Azul|Verde|Vermelho|Rosa|Verde Jade|Dourado|Laranja|Roxo|Marrom|Bege","","","","","1 CASA & ORGANIZAÇÃO\7 JOGOS & HOBBY\2 SUPORTES PARA CONTROLE\026 SUPORTE CONTROLE XBOX POLVO","1-7-2-026-suporte-controle-xbox-polvo"
"ativo","1-7-2-027","Suporte Controle Xbox Tentáculo Abyss","casa-organizacao","Jogos & Hobby","Suportes para Controle","55.34","12.2","10.34","12.49","19.9","","Tamanho aproximado: 12,5 cm x 10,4 cm x 12,2 cm","produtos/imagens/casa-organizacao/jogos-hobby/suportes-para-controle/1-7-2-027-suporte-controle-xbox-tentaculo-abyss/1.png|produtos/imagens/casa-organizacao/jogos-hobby/suportes-para-controle/1-7-2-027-suporte-controle-xbox-tentaculo-abyss/2.png|produtos/imagens/casa-organizacao/jogos-hobby/suportes-para-controle/1-7-2-027-suporte-controle-xbox-tentaculo-abyss/3.png","Cor","Branco|Preto|Cinza|Amarelo|Azul|Verde|Vermelho|Rosa|Verde Jade|Dourado|Laranja|Roxo|Marrom|Bege","","","","","1 CASA & ORGANIZAÇÃO\7 JOGOS & HOBBY\2 SUPORTES PARA CONTROLE\027 SUPORTE CONTROLE XBOX TENTÁCULO ABYSS","1-7-2-027-suporte-controle-xbox-tentaculo-abyss"
"ativo","1-7-2-028","Suporte Controle Xbox Tentáculo Hydra","casa-organizacao","Jogos & Hobby","Suportes para Controle","47.25","10.73","9.78","10.55","19.9","","Tamanho aproximado: 10,6 cm x 9,8 cm x 10,8 cm","produtos/imagens/casa-organizacao/jogos-hobby/suportes-para-controle/1-7-2-028-suporte-controle-xbox-tentaculo-hydra/1.png|produtos/imagens/casa-organizacao/jogos-hobby/suportes-para-controle/1-7-2-028-suporte-controle-xbox-tentaculo-hydra/2.png|produtos/imagens/casa-organizacao/jogos-hobby/suportes-para-controle/1-7-2-028-suporte-controle-xbox-tentaculo-hydra/3.png","Cor","Branco|Preto|Cinza|Amarelo|Azul|Verde|Vermelho|Rosa|Verde Jade|Dourado|Laranja|Roxo|Marrom|Bege","","","","","1 CASA & ORGANIZAÇÃO\7 JOGOS & HOBBY\2 SUPORTES PARA CONTROLE\028 SUPORTE CONTROLE XBOX TENTÁCULO HYDRA","1-7-2-028-suporte-controle-xbox-tentaculo-hydra"
"ativo","1-7-2-029","Suporte Controle Xbox Tentáculo Shadow","casa-organizacao","Jogos & Hobby","Suportes para Controle","50.12","6.87","10.36","10.88","19.9","","Tamanho aproximado: 10,9 cm x 10,4 cm x 6,9 cm","produtos/imagens/casa-organizacao/jogos-hobby/suportes-para-controle/1-7-2-029-suporte-controle-xbox-tentaculo-shadow/1.png|produtos/imagens/casa-organizacao/jogos-hobby/suportes-para-controle/1-7-2-029-suporte-controle-xbox-tentaculo-shadow/2.png|produtos/imagens/casa-organizacao/jogos-hobby/suportes-para-controle/1-7-2-029-suporte-controle-xbox-tentaculo-shadow/3.png","Cor","Branco|Preto|Cinza|Amarelo|Azul|Verde|Vermelho|Rosa|Verde Jade|Dourado|Laranja|Roxo|Marrom|Bege","","","","","1 CASA & ORGANIZAÇÃO\7 JOGOS & HOBBY\2 SUPORTES PARA CONTROLE\029 SUPORTE CONTROLE XBOX TENTÁCULO SHADOW","1-7-2-029-suporte-controle-xbox-tentaculo-shadow"
"ativo","1-7-2-030","Suporte Controle Xbox Tentáculo Omega","casa-organizacao","Jogos & Hobby","Suportes para Controle","40.26","5.95","9.67","9.21","19.9","","Tamanho aproximado: 9,3 cm x 9,7 cm x 6 cm","produtos/imagens/casa-organizacao/jogos-hobby/suportes-para-controle/1-7-2-030-suporte-controle-xbox-tentaculo-omega/1.png|produtos/imagens/casa-organizacao/jogos-hobby/suportes-para-controle/1-7-2-030-suporte-controle-xbox-tentaculo-omega/2.png","Cor","Branco|Preto|Cinza|Amarelo|Azul|Verde|Vermelho|Rosa|Verde Jade|Dourado|Laranja|Roxo|Marrom|Bege","","","","","1 CASA & ORGANIZAÇÃO\7 JOGOS & HOBBY\2 SUPORTES PARA CONTROLE\030 SUPORTE CONTROLE XBOX TENTÁCULO OMEGA","1-7-2-030-suporte-controle-xbox-tentaculo-omega"
"ativo","1-7-2-031","Suporte Controle Xbox Tentáculo Vortex","casa-organizacao","Jogos & Hobby","Suportes para Controle","60.87","15.96","10.21","10.2","19.9","","Tamanho aproximado: 10,2 cm x 10,3 cm x 16 cm","produtos/imagens/casa-organizacao/jogos-hobby/suportes-para-controle/1-7-2-031-suporte-controle-xbox-tentaculo-vortex/1.png|produtos/imagens/casa-organizacao/jogos-hobby/suportes-para-controle/1-7-2-031-suporte-controle-xbox-tentaculo-vortex/2.png|produtos/imagens/casa-organizacao/jogos-hobby/suportes-para-controle/1-7-2-031-suporte-controle-xbox-tentaculo-vortex/3.png","Cor","Branco|Preto|Cinza|Amarelo|Azul|Verde|Vermelho|Rosa|Verde Jade|Dourado|Laranja|Roxo|Marrom|Bege","","","","","1 CASA & ORGANIZAÇÃO\7 JOGOS & HOBBY\2 SUPORTES PARA CONTROLE\031 SUPORTE CONTROLE XBOX TENTÁCULO VORTEX","1-7-2-031-suporte-controle-xbox-tentaculo-vortex"
"ativo","1-7-2-032","Suporte Controle Xbox Tentáculo e Caveira","casa-organizacao","Jogos & Hobby","Suportes para Controle","165.69","14.34","16.34","17.73","26.9","","Tamanho aproximado: 17,8 cm x 16,4 cm x 14,4 cm","produtos/imagens/casa-organizacao/jogos-hobby/suportes-para-controle/1-7-2-032-suporte-controle-xbox-tentaculo-e-caveira/1.png|produtos/imagens/casa-organizacao/jogos-hobby/suportes-para-controle/1-7-2-032-suporte-controle-xbox-tentaculo-e-caveira/2.png","","","","","","","1 CASA & ORGANIZAÇÃO\7 JOGOS & HOBBY\2 SUPORTES PARA CONTROLE\032 SUPORTE CONTROLE XBOX TENTÁCULO COM CAVEIRA","1-7-2-032-suporte-controle-xbox-tentaculo-e-caveira"
"ativo","1-7-2-033","Suporte Duplo Controle Xbox Tentáculo","casa-organizacao","Jogos & Hobby","Suportes para Controle","104.51","11.24","9.99","24.52","29.9","","Tamanho aproximado: 24,6 cm x 10 cm x 11,3 cm","produtos/imagens/casa-organizacao/jogos-hobby/suportes-para-controle/1-7-2-033-suporte-duplo-controle-xbox-tentaculo/1.png|produtos/imagens/casa-organizacao/jogos-hobby/suportes-para-controle/1-7-2-033-suporte-duplo-controle-xbox-tentaculo/2.png","Cor","Branco|Preto|Cinza|Amarelo|Azul|Verde|Vermelho|Rosa|Verde Jade|Dourado|Laranja|Roxo|Marrom|Bege","","","","","1 CASA & ORGANIZAÇÃO\7 JOGOS & HOBBY\2 SUPORTES PARA CONTROLE\033 SUPORTE DUPLO CONTROLE XBOX TENTÁCULO","1-7-2-033-suporte-duplo-controle-xbox-tentaculo"
"ativo","1-7-2-034","Suporte Duplo Controle PS5","casa-organizacao","Jogos & Hobby","Suportes para Controle","134.49","17.1","6.95","4.5","29.9","","Tamanho aproximado: 4,5 cm x 7 cm x 17,1 cm","produtos/imagens/casa-organizacao/jogos-hobby/suportes-para-controle/1-7-2-034-suporte-duplo-controle-ps5/1.png|produtos/imagens/casa-organizacao/jogos-hobby/suportes-para-controle/1-7-2-034-suporte-duplo-controle-ps5/2.png|produtos/imagens/casa-organizacao/jogos-hobby/suportes-para-controle/1-7-2-034-suporte-duplo-controle-ps5/3.png","","","","","","","1 CASA & ORGANIZAÇÃO\7 JOGOS & HOBBY\2 SUPORTES PARA CONTROLE\034 SUPORTE DUPLO CONTROLE PS5","1-7-2-034-suporte-duplo-controle-ps5"
"ativo","1-7-2-035","Suporte Duplo Controle PS5 e Fone","casa-organizacao","Jogos & Hobby","Suportes para Controle","207.54","25.15","17.99","17.99","34.9","","Tamanho aproximado: 18 cm x 18 cm x 25,2 cm","produtos/imagens/casa-organizacao/jogos-hobby/suportes-para-controle/1-7-2-035-suporte-duplo-controle-ps5-e-fone/1.png|produtos/imagens/casa-organizacao/jogos-hobby/suportes-para-controle/1-7-2-035-suporte-duplo-controle-ps5-e-fone/2.png","","","","","","","1 CASA & ORGANIZAÇÃO\7 JOGOS & HOBBY\2 SUPORTES PARA CONTROLE\035 SUPORTE DUPLO PARA CONTROLE PS5 E HEADSET","1-7-2-035-suporte-duplo-controle-ps5-e-fone"
"ativo","1-7-3-001","Suporte para Jogos PS5","casa-organizacao","Jogos & Hobby","Suportes para Jogos","143.12","16.63","2.5","17.93","20.9","","Tamanho aproximado: 18 cm x 2,5 cm x 16,7 cm","produtos/imagens/casa-organizacao/jogos-hobby/suportes-para-jogos/1-7-3-001-suporte-para-jogos-ps5/1.png","","","","","","","1 CASA & ORGANIZAÇÃO\7 JOGOS & HOBBY\3 SUPORTES PARA JOGOS\001 SUPORTE PARA JOGOS PS5","1-7-3-001-suporte-para-jogos-ps5"
"ativo","2-1-1-001","Chaveiro Slim Luffy","chaveiros","Slim","Classic","3.42","6.5","0.2","3.8","5.9","","Tamanho aproximado: 3,8 cm x 0,2 cm x 6,5 cm","produtos/imagens/chaveiros/slim/classic/2-1-1-001-chaveiro-slim-luffy/1.png","","","","","","","2 CHAVEIROS\1 SLIM\1 CLASSIC\001 LUFFY","2-1-1-001-chaveiro-slim-luffy"
"ativo","2-1-1-002","Chaveiro Slim Luffy (Costas)","chaveiros","Slim","Classic","2.7","6","0.2","3.57","5.9","","Tamanho aproximado: 3,6 cm x 0,2 cm x 6 cm","produtos/imagens/chaveiros/slim/classic/2-1-1-002-chaveiro-slim-luffy-costas/1.png","","","","","","","2 CHAVEIROS\1 SLIM\1 CLASSIC\002 LUFFY (COSTAS)","2-1-1-002-chaveiro-slim-luffy-costas"
"ativo","2-1-1-003","Chaveiro Slim Piratas do Chapéu de Palha","chaveiros","Slim","Classic","4.74","5.5","0.2","5.6","5.9","","Tamanho aproximado: 5,6 cm x 0,2 cm x 5,5 cm","produtos/imagens/chaveiros/slim/classic/2-1-1-003-chaveiro-slim-piratas-do-chapeu-de-palha/1.png","","","","","","","2 CHAVEIROS\1 SLIM\1 CLASSIC\003 PIRATAS DO CHAPÉU DE PALHA","2-1-1-003-chaveiro-slim-piratas-do-chapeu-de-palha"
"ativo","2-1-1-004","Chaveiro Slim Harry Potter","chaveiros","Slim","Classic","4.9","6.5","0.2","4.93","5.9","","Tamanho aproximado: 5 cm x 0,2 cm x 6,5 cm","produtos/imagens/chaveiros/slim/classic/2-1-1-004-chaveiro-slim-harry-potter/1.png","","","","","","","2 CHAVEIROS\1 SLIM\1 CLASSIC\004 HARRY POTTER","2-1-1-004-chaveiro-slim-harry-potter"
"ativo","2-1-1-005","Chaveiro Slim Hermione Granger","chaveiros","Slim","Classic","5.79","6.5","0.2","5.91","5.9","","Tamanho aproximado: 6 cm x 0,2 cm x 6,5 cm","produtos/imagens/chaveiros/slim/classic/2-1-1-005-chaveiro-slim-hermione-granger/1.png","","","","","","","2 CHAVEIROS\1 SLIM\1 CLASSIC\005 HERMIONE GRANGER","2-1-1-005-chaveiro-slim-hermione-granger"
"ativo","2-1-1-006","Chaveiro Slim Rony Weasley","chaveiros","Slim","Classic","5.04","6.5","0.2","5.19","5.9","","Tamanho aproximado: 5,2 cm x 0,2 cm x 6,5 cm","produtos/imagens/chaveiros/slim/classic/2-1-1-006-chaveiro-slim-rony-weasley/1.png","","","","","","","2 CHAVEIROS\1 SLIM\1 CLASSIC\006 RONY WEASLEY","2-1-1-006-chaveiro-slim-rony-weasley"
"ativo","2-1-1-007","Chaveiro Slim Draco Malfoy","chaveiros","Slim","Classic","4.45","6.5","0.2","4.15","5.9","","Tamanho aproximado: 4,2 cm x 0,2 cm x 6,5 cm","produtos/imagens/chaveiros/slim/classic/2-1-1-007-chaveiro-slim-draco-malfoy/1.png","","","","","","","2 CHAVEIROS\1 SLIM\1 CLASSIC\007 DRACO MALFOY","2-1-1-007-chaveiro-slim-draco-malfoy"
"ativo","2-1-1-008","Chaveiro Slim Alvo Dumbledore","chaveiros","Slim","Classic","5.35","6.5","0.2","5.01","5.9","","Tamanho aproximado: 5,1 cm x 0,2 cm x 6,5 cm","produtos/imagens/chaveiros/slim/classic/2-1-1-008-chaveiro-slim-alvo-dumbledore/1.png","","","","","","","2 CHAVEIROS\1 SLIM\1 CLASSIC\008 ALVO DUMBLEDORE","2-1-1-008-chaveiro-slim-alvo-dumbledore"
"ativo","2-1-1-009","Chaveiro Slim Severo Snape","chaveiros","Slim","Classic","4.95","6.5","0.2","4.63","5.9","","Tamanho aproximado: 4,7 cm x 0,2 cm x 6,5 cm","produtos/imagens/chaveiros/slim/classic/2-1-1-009-chaveiro-slim-severo-snape/1.png","","","","","","","2 CHAVEIROS\1 SLIM\1 CLASSIC\009 SEVERO SNAPE","2-1-1-009-chaveiro-slim-severo-snape"
"ativo","2-1-1-010","Chaveiro Slim Rúbeo Hagrid","chaveiros","Slim","Classic","5.65","6.5","0.2","5.84","5.9","","Tamanho aproximado: 5,9 cm x 0,2 cm x 6,5 cm","produtos/imagens/chaveiros/slim/classic/2-1-1-010-chaveiro-slim-rubeo-hagrid/1.png","","","","","","","2 CHAVEIROS\1 SLIM\1 CLASSIC\010 RÚBEO HAGRID","2-1-1-010-chaveiro-slim-rubeo-hagrid"
"ativo","2-1-1-011","Chaveiro Slim Luna Lovegood","chaveiros","Slim","Classic","5.83","6.5","0.2","5.22","5.9","","Tamanho aproximado: 5,3 cm x 0,2 cm x 6,5 cm","produtos/imagens/chaveiros/slim/classic/2-1-1-011-chaveiro-slim-luna-lovegood/1.png","","","","","","","2 CHAVEIROS\1 SLIM\1 CLASSIC\011 LUNA LOVEGOOD","2-1-1-011-chaveiro-slim-luna-lovegood"
"ativo","2-1-1-012","Chaveiro Slim Dobby","chaveiros","Slim","Classic","5.92","6.5","0.2","7.17","5.9","","Tamanho aproximado: 7,2 cm x 0,2 cm x 6,5 cm","produtos/imagens/chaveiros/slim/classic/2-1-1-012-chaveiro-slim-dobby/1.png","","","","","","","2 CHAVEIROS\1 SLIM\1 CLASSIC\012 DOBBY","2-1-1-012-chaveiro-slim-dobby"
"ativo","2-1-1-013","Chaveiro Slim Lord Voldemort","chaveiros","Slim","Classic","5.15","6.5","0.2","5.15","5.9","","Tamanho aproximado: 5,2 cm x 0,2 cm x 6,5 cm","produtos/imagens/chaveiros/slim/classic/2-1-1-013-chaveiro-slim-lord-voldemort/1.png","","","","","","","2 CHAVEIROS\1 SLIM\1 CLASSIC\013 LORD VOLDEMORT","2-1-1-013-chaveiro-slim-lord-voldemort"
"ativo","2-1-1-014","Chaveiro Slim Neville Longbottom","chaveiros","Slim","Classic","5.62","6.5","0.2","5.59","5.9","","Tamanho aproximado: 5,6 cm x 0,2 cm x 6,5 cm","produtos/imagens/chaveiros/slim/classic/2-1-1-014-chaveiro-slim-neville-longbottom/1.png","","","","","","","2 CHAVEIROS\1 SLIM\1 CLASSIC\014 NEVILLE LONGBOTTOM","2-1-1-014-chaveiro-slim-neville-longbottom"
"ativo","2-1-1-015","Chaveiro Slim Cedrico Diggory","chaveiros","Slim","Classic","5.03","6.5","0.2","4.64","5.9","","Tamanho aproximado: 4,7 cm x 0,2 cm x 6,5 cm","produtos/imagens/chaveiros/slim/classic/2-1-1-015-chaveiro-slim-cedrico-diggory/1.png","","","","","","","2 CHAVEIROS\1 SLIM\1 CLASSIC\015 CEDRICO DIGGORY","2-1-1-015-chaveiro-slim-cedrico-diggory"
"ativo","2-1-1-016","Chaveiro Slim Bellatrix Lestrange","chaveiros","Slim","Classic","4.92","6.5","0.2","4.77","5.9","","Tamanho aproximado: 4,8 cm x 0,2 cm x 6,5 cm","produtos/imagens/chaveiros/slim/classic/2-1-1-016-chaveiro-slim-bellatrix-lestrange/1.png","","","","","","","2 CHAVEIROS\1 SLIM\1 CLASSIC\016 BELLATRIX LESTRANGE","2-1-1-016-chaveiro-slim-bellatrix-lestrange"
"ativo","2-1-1-017","Chaveiro Slim Gina Weasley","chaveiros","Slim","Classic","5.08","6.5","0.2","4.62","5.9","","Tamanho aproximado: 4,7 cm x 0,2 cm x 6,5 cm","produtos/imagens/chaveiros/slim/classic/2-1-1-017-chaveiro-slim-gina-weasley/1.png","","","","","","","2 CHAVEIROS\1 SLIM\1 CLASSIC\017 GINA WEASLEY","2-1-1-017-chaveiro-slim-gina-weasley"
"ativo","2-1-1-018","Chaveiro Slim Sirius Black","chaveiros","Slim","Classic","5.34","6.5","0.2","5.46","5.9","","Tamanho aproximado: 5,5 cm x 0,2 cm x 6,5 cm","produtos/imagens/chaveiros/slim/classic/2-1-1-018-chaveiro-slim-sirius-black/1.png","","","","","","","2 CHAVEIROS\1 SLIM\1 CLASSIC\018 SIRIUS BLACK","2-1-1-018-chaveiro-slim-sirius-black"
"ativo","2-1-1-019","Chaveiro Slim Testrálio","chaveiros","Slim","Classic","4.56","6.5","0.2","6.49","5.9","","Tamanho aproximado: 6,5 cm x 0,2 cm x 6,5 cm","produtos/imagens/chaveiros/slim/classic/2-1-1-019-chaveiro-slim-testralio/1.png","","","","","","","2 CHAVEIROS\1 SLIM\1 CLASSIC\019 TESTRÁLIO","2-1-1-019-chaveiro-slim-testralio"
"ativo","2-1-1-020","Chaveiro Slim Hipogrifo","chaveiros","Slim","Classic","6.7","6.5","0.2","6.09","5.9","","Tamanho aproximado: 6,1 cm x 0,2 cm x 6,5 cm","produtos/imagens/chaveiros/slim/classic/2-1-1-020-chaveiro-slim-hipogrifo/1.png","","","","","","","2 CHAVEIROS\1 SLIM\1 CLASSIC\020 HIPOGRIFO","2-1-1-020-chaveiro-slim-hipogrifo"
"ativo","2-1-1-021","Chaveiro Slim Plataforma 9¾","chaveiros","Slim","Classic","6.62","6.5","0.2","5.94","5.9","","Tamanho aproximado: 6 cm x 0,2 cm x 6,5 cm","produtos/imagens/chaveiros/slim/classic/2-1-1-021-chaveiro-slim-plataforma-9¾/1.png","","","","","","","2 CHAVEIROS\1 SLIM\1 CLASSIC\021 PLATAFORMA 9¾","2-1-1-021-chaveiro-slim-plataforma-9¾"
"ativo","2-1-1-022","Chaveiro Slim Star Wars","chaveiros","Slim","Classic","4.31","6.5","0.2","3.35","5.9","","Tamanho aproximado: 3,4 cm x 0,2 cm x 6,5 cm","produtos/imagens/chaveiros/slim/classic/2-1-1-022-chaveiro-slim-star-wars/1.png","","","","","","","2 CHAVEIROS\1 SLIM\1 CLASSIC\022 STAR WARS","2-1-1-022-chaveiro-slim-star-wars"
"ativo","2-1-1-023","Chaveiro Slim Darth Vader","chaveiros","Slim","Classic","5.34","6.5","0.2","5.3","5.9","","Tamanho aproximado: 5,3 cm x 0,2 cm x 6,5 cm","produtos/imagens/chaveiros/slim/classic/2-1-1-023-chaveiro-slim-darth-vader/1.png","","","","","","","2 CHAVEIROS\1 SLIM\1 CLASSIC\023 DARTH VADER","2-1-1-023-chaveiro-slim-darth-vader"
"ativo","2-1-1-024","Chaveiro Slim C-3PO","chaveiros","Slim","Classic","4.6","6.5","0.2","4.11","5.9","","Tamanho aproximado: 4,2 cm x 0,2 cm x 6,5 cm","produtos/imagens/chaveiros/slim/classic/2-1-1-024-chaveiro-slim-c-3po/1.png","","","","","","","2 CHAVEIROS\1 SLIM\1 CLASSIC\024 C-3PO","2-1-1-024-chaveiro-slim-c-3po"
"ativo","2-1-1-025","Chaveiro Slim Estrela da Morte","chaveiros","Slim","Classic","6.38","6.5","0.2","5.84","5.9","","Tamanho aproximado: 5,9 cm x 0,2 cm x 6,5 cm","produtos/imagens/chaveiros/slim/classic/2-1-1-025-chaveiro-slim-estrela-da-morte/1.png","","","","","","","2 CHAVEIROS\1 SLIM\1 CLASSIC\025 ESTRELA DA MORTE","2-1-1-025-chaveiro-slim-estrela-da-morte"
"ativo","2-1-1-026","Chaveiro Slim Stormtrooper","chaveiros","Slim","Classic","3.86","6.5","0.2","3.06","5.9","","Tamanho aproximado: 3,1 cm x 0,2 cm x 6,5 cm","produtos/imagens/chaveiros/slim/classic/2-1-1-026-chaveiro-slim-stormtrooper/1.png","","","","","","","2 CHAVEIROS\1 SLIM\1 CLASSIC\026 STORMTROOPER","2-1-1-026-chaveiro-slim-stormtrooper"
"ativo","2-1-1-027","Chaveiro Slim Millennium Falcon","chaveiros","Slim","Classic","4.72","6.5","0.2","4.48","5.9","","Tamanho aproximado: 4,5 cm x 0,2 cm x 6,5 cm","produtos/imagens/chaveiros/slim/classic/2-1-1-027-chaveiro-slim-millennium-falcon/1.png","","","","","","","2 CHAVEIROS\1 SLIM\1 CLASSIC\027 MILLENIUM FALCON","2-1-1-027-chaveiro-slim-millennium-falcon"
"ativo","2-1-1-028","Chaveiro Slim R2-D2","chaveiros","Slim","Classic","5.47","6.5","0.2","4.78","5.9","","Tamanho aproximado: 4,8 cm x 0,2 cm x 6,5 cm","produtos/imagens/chaveiros/slim/classic/2-1-1-028-chaveiro-slim-r2-d2/1.png","","","","","","","2 CHAVEIROS\1 SLIM\1 CLASSIC\028 R2-D2","2-1-1-028-chaveiro-slim-r2-d2"
"ativo","2-1-1-029","Chaveiro Slim BB8","chaveiros","Slim","Classic","5.06","6.5","0.2","4.68","5.9","","Tamanho aproximado: 4,7 cm x 0,2 cm x 6,5 cm","produtos/imagens/chaveiros/slim/classic/2-1-1-029-chaveiro-slim-bb8/1.png","","","","","","","2 CHAVEIROS\1 SLIM\1 CLASSIC\029 BB8","2-1-1-029-chaveiro-slim-bb8"
"ativo","2-1-1-030","Chaveiro Slim FN-2187","chaveiros","Slim","Classic","6.07","6.5","0.2","5.36","5.9","","Tamanho aproximado: 5,4 cm x 0,2 cm x 6,5 cm","produtos/imagens/chaveiros/slim/classic/2-1-1-030-chaveiro-slim-fn-2187/1.png","","","","","","","2 CHAVEIROS\1 SLIM\1 CLASSIC\030 FN-2187","2-1-1-030-chaveiro-slim-fn-2187"
"ativo","2-1-1-031","Chaveiro Slim Stitch","chaveiros","Slim","Classic","4.97","6.5","0.2","4.96","5.9","","Tamanho aproximado: 5 cm x 0,2 cm x 6,5 cm","produtos/imagens/chaveiros/slim/classic/2-1-1-031-chaveiro-slim-stitch/1.png","","","","","","","2 CHAVEIROS\1 SLIM\1 CLASSIC\031 STITCH","2-1-1-031-chaveiro-slim-stitch"
"ativo","2-1-1-032","Chaveiro Slim BaianaSystem","chaveiros","Slim","Classic","3.64","6.5","0.2","4.04","5.9","","Tamanho aproximado: 4,1 cm x 0,2 cm x 6,5 cm","produtos/imagens/chaveiros/slim/classic/2-1-1-032-chaveiro-slim-baianasystem/1.png","","","","","","","2 CHAVEIROS\1 SLIM\1 CLASSIC\032 BAIANASYSTEM","2-1-1-032-chaveiro-slim-baianasystem"
"ativo","2-1-1-033","Chaveiro Slim Bandeira Brasil","chaveiros","Slim","Classic","5.16","4.5","0.2","5.09","5.9","","Tamanho aproximado: 5,1 cm x 0,2 cm x 4,5 cm","produtos/imagens/chaveiros/slim/classic/2-1-1-033-chaveiro-slim-bandeira-brasil/1.png","","","","","","","2 CHAVEIROS\1 SLIM\1 CLASSIC\033 BANDEIRA BRASIL","2-1-1-033-chaveiro-slim-bandeira-brasil"
"ativo","2-1-1-034","Chaveiro Slim Groot","chaveiros","Slim","Classic","4.38","6.5","0.2","3.73","5.9","","Tamanho aproximado: 3,8 cm x 0,2 cm x 6,5 cm","produtos/imagens/chaveiros/slim/classic/2-1-1-034-chaveiro-slim-groot/1.png","","","","","","","2 CHAVEIROS\1 SLIM\1 CLASSIC\034 GROOT","2-1-1-034-chaveiro-slim-groot"
"ativo","2-1-1-035","Chaveiro Slim Homem-Aranha","chaveiros","Slim","Classic","5","6.5","0.2","4.61","5.9","","Tamanho aproximado: 4,7 cm x 0,2 cm x 6,5 cm","produtos/imagens/chaveiros/slim/classic/2-1-1-035-chaveiro-slim-homem-aranha/1.png","","","","","","","2 CHAVEIROS\1 SLIM\1 CLASSIC\035 HOMEM-ARANHA","2-1-1-035-chaveiro-slim-homem-aranha"
"ativo","2-1-1-036","Chaveiro Slim Homem de Ferro","chaveiros","Slim","Classic","4.43","6.5","0.2","3.89","5.9","","Tamanho aproximado: 3,9 cm x 0,2 cm x 6,5 cm","produtos/imagens/chaveiros/slim/classic/2-1-1-036-chaveiro-slim-homem-de-ferro/1.png","","","","","","","2 CHAVEIROS\1 SLIM\1 CLASSIC\036 HOMEM DE FERRO","2-1-1-036-chaveiro-slim-homem-de-ferro"
"ativo","2-1-1-037","Chaveiro Slim Margarida","chaveiros","Slim","Classic","4.17","6","0.2","5.1","5.9","","Tamanho aproximado: 5,1 cm x 0,2 cm x 6 cm","produtos/imagens/chaveiros/slim/classic/2-1-1-037-chaveiro-slim-margarida/1.png","","","","","","","2 CHAVEIROS\1 SLIM\1 CLASSIC\037 MARGARIDA","2-1-1-037-chaveiro-slim-margarida"
"ativo","2-1-1-038","Chaveiro Slim Girassol","chaveiros","Slim","Classic","4.01","6","0.2","5.42","5.9","","Tamanho aproximado: 5,5 cm x 0,2 cm x 6 cm","produtos/imagens/chaveiros/slim/classic/2-1-1-038-chaveiro-slim-girassol/1.png","","","","","","","2 CHAVEIROS\1 SLIM\1 CLASSIC\038 GIRASSOL","2-1-1-038-chaveiro-slim-girassol"
"ativo","2-1-1-039","Chaveiro Slim Rosa","chaveiros","Slim","Classic","2.97","5.5","0.2","3.24","5.9","","Tamanho aproximado: 3,3 cm x 0,2 cm x 5,5 cm","produtos/imagens/chaveiros/slim/classic/2-1-1-039-chaveiro-slim-rosa/1.png","","","","","","","2 CHAVEIROS\1 SLIM\1 CLASSIC\039 ROSA","2-1-1-039-chaveiro-slim-rosa"
"ativo","2-1-1-040","Chaveiro Slim Flor","chaveiros","Slim","Classic","4.06","5.5","0.2","4.76","5.9","","Tamanho aproximado: 4,8 cm x 0,2 cm x 5,5 cm","produtos/imagens/chaveiros/slim/classic/2-1-1-040-chaveiro-slim-flor/1.png|produtos/imagens/chaveiros/slim/classic/2-1-1-040-chaveiro-slim-flor/2.png","Cor","Rosa|Bege","","","","","2 CHAVEIROS\1 SLIM\1 CLASSIC\040 FLOR","2-1-1-040-chaveiro-slim-flor"
